,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
284,284,372.0,Sophie’s World,Jostein Gaarder,3.97,271560.0,9781857993288,1857993284,"Fiction, Classics, Young Adult, Novels, Fantasy, Literature, Contemporary",,403,Paperback,0.273972602739726,0.7425,0.029033760228742187,0.4470015907421171
266,266,350.0,The Couple Next Door,Shari Lapena,3.8,660799.0,9780735221086,0735221081,"Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Crime",,308,Hardcover,0.31702544031311164,0.7,0.07080773565346701,0.44695829399164466
256,256,337.0,Paradise Lost,John Milton,3.85,174656.0,9780140424393,0140424393,"Poetry, Fiction, Classics, Literature, Religion, Fantasy, Philosophy",,453,Paperback,0.34246575342465757,0.7125,0.018633812344389555,0.4465248914422618
332,332,428.0,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,242797.0,9780553212280,0553212281,"Classics, Horror, Fiction, Short Stories, Poetry, Gothic, Mystery",,448,Mass Market Paperback,0.1643835616438356,0.7975000000000001,0.025946852557256646,0.4463326035502731
290,290,380.0,Fifty Shades Darker,E.L. James,3.83,951056.0,9781612130583,1612130585,"Romance, Fiction, Erotica, BDSM, Contemporary, Contemporary Romance, Chick Lit","Fifty Shades, #2",532,Paperback,0.2583170254403131,0.7075,0.10195874771765984,0.44381894328949323
259,259,343.0,The Woman in Cabin 10,Ruth Ware,3.73,686207.0,9781501132933,1501132938,"Mystery, Thriller, Fiction, Mystery Thriller, Suspense, Audiobook, Crime","Lo Blacklock, #1",341,Hardcover,0.3307240704500978,0.6825,0.073534577433431,0.4423146619708822
339,339,437.0,Dark Lover,J.R. Ward,4.16,345527.0,9780451216953,0451216954,"Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Fiction, Supernatural","Black Dagger Brotherhood, #1",393,Mass Market Paperback,0.14677103718199613,0.79,0.0369720594234288,0.44093577415135626
314,314,407.0,If I Stay,Gayle Forman,3.91,946043.0,9780525421030,0525421033,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Teen, Music","If I Stay, #1",208,Hardcover,0.20547945205479445,0.7275,0.10142074166275745,0.440475048429388
252,252,333.0,Candide,Voltaire,3.76,289578.0,9780486266893,0486266893,"Fiction, Philosophy, France, Classics, Literature, French Literature, Humor",,129,Paperback,0.35029354207436403,0.69,0.03096749114779884,0.4403152583055407
338,338,436.0,The Martian Chronicles,Ray Bradbury,4.16,275316.0,9780553278224,B00LNVWRG0,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook",,182,Mass Market Paperback,0.1487279843444227,0.79,0.02943686231176898,0.4395412116640479
376,376,486.0,A Fine Balance,Rohinton Mistry,4.38,154810.0,9781400030651,140003065X,"Fiction, Historical Fiction, India, Indian Literature, Literary Fiction, Historical, Asia",,603,Paperback,0.050880626223092085,0.845,0.016503896492485997,0.4393461306788945
345,345,446.0,Hidden Pictures,Jason Rekulak,4.16,447917.0,9781250819345,1250819342,"Horror, Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Paranormal",,372,Hardcover,0.12915851272015666,0.79,0.04796077675066881,0.4392798223677064
297,297,389.0,Bridget Jones’s Diary,Helen Fielding,3.81,1005492.0,9780140280098,014028009X,"Fiction, Chick Lit, Romance, Contemporary, Humor, Comedy, Adult Fiction","Bridget Jones, #1",288,Hardcover,0.24070450097847362,0.7025,0.10780093754504178,0.43837635963087884
344,344,445.0,Red Queen,Victoria Aveyard,3.99,1105466.0,9780062310637,0062310631,"Young Adult, Dystopia, Romance, Fiction, Young Adult Fantasy, Audiobook, Magic","Red Queen, #1",388,Hardcover,0.13111545988258322,0.7475,0.11853036450151695,0.4361614560960251
358,358,463.0,Coraline,Neil Gaiman,4.13,746739.0,9780061139376,0061139378,"Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook",,176,Paperback,0.09589041095890405,0.7825,0.08003100322943152,0.4352303535470839
340,340,438.0,Brisingr,Christopher Paolini,4.1,398804.0,9780375826726,0375826726,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",The Inheritance Cycle #3,748,Hardcover,0.14481409001956957,0.7749999999999999,0.04268986285192148,0.4343759882178727
313,313,406.0,The Gunslinger,Stephen King,3.92,640743.0,9781501143519,1501143514,"Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Science Fiction Fantasy","The Dark Tower, #1",231,Paperback,0.20743639921722123,0.73,0.06865528214516418,0.43402292034059636
348,348,450.0,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,207938.0,9780312282998,B007C4D1G2,"Fiction, Historical Fiction, Novels, Literary Fiction, Literature, Historical, Contemporary",,639,Paperback,0.1213307240704502,0.7949999999999999,0.02220570891715254,0.43338410824690066
377,377,487.0,Hopeless,Colleen Hoover,4.23,640894.0,9781301949823,B08GWTKXCP,"Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse","Hopeless, #1",410,Kindle Edition,0.048923679060665304,0.8075000000000001,0.068671487793337,0.4331487917135006
275,275,360.0,Final Girls,Riley Sager,3.82,228707.0,9781101985366,1101985364,"Thriller, Horror, Mystery, Mystery Thriller, Fiction, Audiobook, Suspense",,352,Hardcover,0.2974559686888454,0.705,0.02443468313503952,0.4329726629559712
361,361,466.0,The Last Song,Nicholas Sparks,4.16,565019.0,9780446547567,B0046NN9AU,"Romance, Fiction, Young Adult, Contemporary, Chick Lit, Drama, Contemporary Romance",,390,Paperback,0.09001956947162437,0.79,0.06052841789193709,0.4326369968408904
305,305,397.0,Franny and Zooey,J.D. Salinger,3.96,231732.0,9780316769020,0316769029,"Fiction, Short Stories, Literature, Classics, American, Novels, Literary Fiction",,201,Paperback,0.2250489236790607,0.74,0.024759332709362217,0.43245206409710574
391,391,502.0,I Know Why the Caged Bird Sings,Maya Angelou,4.3,557511.0,9780553279375,B00P4JQBIC,"Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism","Maya Angelou's Autobiography, #1",289,Paperback,0.019569471624266255,0.825,0.05972264301457682,0.43232302865971073
346,346,447.0,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.92,1320116.0,9781594744761,1594744769,"Fantasy, Young Adult, Fiction, Paranormal, Mystery, Horror, Historical Fiction","Miss Peregrine's Peculiar Children, #1",352,Hardcover,0.12720156555772988,0.73,0.14156706900676225,0.43219215864112304
341,341,440.0,Steppenwolf,Hermann Hesse,4.13,201227.0,9780140282580,0140282580,"Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany",,256,Paperback,0.14090019569471623,0.7825,0.021485469811936136,0.4318464163766631
336,336,433.0,Eldest,Christopher Paolini,4.04,473102.0,9780375840401,0375840400,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy","The Inheritance Cycle, #2",704,Paperback,0.1545988258317026,0.76,0.05066368568598026,0.43131562787942074
369,369,476.0,The One,Kiera Cass,4.14,741238.0,9780062059994,0062059998,"Romance, Young Adult, Dystopia, Fantasy, Fiction, Audiobook, Science Fiction","The Selection, #3",323,Hardcover,0.07045009784735812,0.7849999999999999,0.07944062395394419,0.42997268045032555
281,281,368.0,Mrs. Dalloway,Virginia Woolf,3.79,329731.0,9780151009985,0151009988,"Fiction, Classics, Literature, Novels, Feminism, Literary Fiction, British Literature",,194,Hardcover,0.28180039138943247,0.6975,0.035276798373511,0.42801929744073586
363,363,468.0,All the Bright Places,Jennifer Niven,4.12,604253.0,9780385755887,0385755880,"Young Adult, Romance, Contemporary, Fiction, Mental Health, Realistic Fiction, Mental Illness",,388,Hardcover,0.08610567514677103,0.78,0.06473909604035914,0.42771119279678255
328,328,423.0,Inferno,Dante Alighieri,4.03,195592.0,9780812970067,B0BQJ59T18,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School",,490,Kindle Edition,0.17416829745596862,0.7575000000000001,0.020880709365222613,0.42751225170529783
381,381,492.0,A Feast for Crows,George R.R. Martin,4.17,766454.0,9780553582024,B005JV4KFG,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Dragons","A Song of Ice and Fire, #4",1060,Mass Market Paperback,0.03913894324853229,0.7925,0.08214685987662887,0.4265714507812903
350,350,453.0,The Amber Spyglass,Philip Pullman,4.1,372702.0,9780440238157,0440238153,"Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens","His Dark Materials, #3",465,Mass Market Paperback,0.1154598825831703,0.7749999999999999,0.03988853948366659,0.42633710551670917
355,355,459.0,The Firm,Robin Waterfield,4.06,633429.0,9780582418271,0582418275,"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller",,76,Paperback,0.1037181996086105,0.7649999999999999,0.0678703277694299,0.42539713184451006
322,322,415.0,Fifty Shades Freed,E.L. James,3.83,892739.0,9780345803504,B00DNW19FC,"Romance, Erotica, Fiction, BDSM, Contemporary, Contemporary Romance, Chick Lit","Fifty Shades, #3",579,Paperback,0.18982387475538154,0.7075,0.09570004053558487,0.4251309788227416
371,371,478.0,Local Woman Missing,Mary Kubica,4.13,629481.0,9780778311669,077831166X,"Thriller, Mystery, Mystery Thriller, Audiobook, Fiction, Suspense, Crime",,356,Paperback,0.066536203522505,0.7825,0.06744661982912378,0.42474570583790716
379,379,489.0,"Red, White & Royal Blue",Casey McQuiston,4.06,1140209.0,9781250316776,1250316774,"Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, Enemies To Lovers",,448,Paperback,0.045009784735812186,0.7649999999999999,0.12225905876951479,0.4243172108763317
333,333,430.0,Cloud Atlas,David Mitchell,4.01,258864.0,9780375507250,B00A2M3QD4,"Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Literary Fiction, Contemporary",,509,Paperback,0.1604696673189825,0.7525,0.027671197916146823,0.4232852163087823
335,335,432.0,The Hunchback of Notre-Dame,Victor Hugo,4.02,210004.0,9780451527882,0451527887,"Fiction, Classics, Historical Fiction, France, Literature, Gothic, French Literature",,510,Paperback,0.15655577299412915,0.7549999999999999,0.022427436527251942,0.4222458023803452
357,357,462.0,Dear John,Nicholas Sparks,4.04,610444.0,9780446528054,0446528056,"Romance, Fiction, Chick Lit, Contemporary, Contemporary Romance, Young Adult, Adult Fiction",,276,Hardcover,0.09784735812133083,0.76,0.06540352761544405,0.42081272143419374
320,320,413.0,Tuck Everlasting,Natalie Babbitt,3.9,285711.0,9780374480097,0374480095,"Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School",,148,Paperback,0.19373776908023488,0.725,0.030552476303532434,0.41857256134594184
303,303,395.0,American Psycho,Bret Easton Ellis,3.81,340536.0,9780679735779,0679735771,"Fiction, Horror, Classics, Thriller, Crime, Contemporary, Novels",,399,Paperback,0.22896281800391383,0.7025,0.03643641445633968,0.41759980811506336
394,394,505.0,Persuasion,Jane Austen,4.15,738884.0,9780192802637,0192802631,"Fiction, Classics, Historical Fiction, Audiobook, Historical, Literature, 19th Century",,249,Paperback,0.013698630136986356,0.7875000000000001,0.0791879875579258,0.4169716544237281
331,331,427.0,Cold Mountain,Charles Frazier,3.89,246749.0,9780802142849,0802142842,"Historical Fiction, Fiction, Historical, Romance, Civil War, War, Classics",,449,Paperback,0.16634050880626217,0.7225,0.026370989786256085,0.4094278746481296
285,285,373.0,The Awakening,Kate Chopin,3.68,218930.0,9780543898081,0543898083,"Classics, Fiction, Feminism, School, Literature, Historical Fiction, Read For School",,195,Paperback,0.27201565557729945,0.67,0.023385394246393895,0.4088502624559234
396,396,509.0,Sharp Objects,Gillian Flynn,4.01,1148397.0,9780297851530,0297851535,"Mystery, Thriller, Fiction, Mystery Thriller, Crime, Audiobook, Suspense",,254,Paperback,0.005870841487279899,0.7525,0.12313781272473934,0.4085021635530048
337,337,435.0,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,628127.0,9780451528957,0451528956,"Horror, Gothic, Mystery, Science Fiction, Fantasy, Audiobook, Literature",,139,Mass Market Paperback,0.15068493150684925,0.7075,0.06730130560643521,0.4082465592783211
310,310,403.0,Allegiant,Veronica Roth,3.6,1105978.0,9780007524273,0007524277,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure","Divergent, #3",531,Hardcover,0.2133072407045009,0.65,0.1185853134542618,0.4079731385396907
385,385,496.0,Pippi Longstocking,Astrid Lindgren,4.15,205101.0,9780142402498,0142402494,"Classics, Childrens, Fiction, Middle Grade, Fantasy, Young Adult, Humor","Pippi Långstrump, #1",160,Mass Market Paperback,0.03131115459882583,0.7875000000000001,0.021901235911415847,0.4070530976275605
372,372,479.0,Breakfast of Champions,Kurt Vonnegut Jr.,4.06,271423.0,9780385334204,0385334206,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, American",,303,Paperback,0.06457925636007822,0.7649999999999999,0.029019057090996,0.4058995783627685
356,356,461.0,Doctor Zhivago,Boris Pasternak,4.01,99986.0,9780679774389,0679774386,"Fiction, Historical Fiction, Russia, Russian Literature, Classics, Romance, Literature",,592,Paperback,0.09980430528375739,0.7525,0.010620065661852087,0.40385609273640233
383,383,494.0,Carrie,Stephen King,3.99,793640.0,9781416524304,1416524304,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural",,272,Mass Market Paperback,0.03522504892367917,0.7475,0.08506452048077329,0.40382239235111317
364,364,470.0,Crescendo,Becca Fitzpatrick,3.98,332266.0,9781416989431,1416989439,"Young Adult, Fantasy, Romance, Angels, Paranormal, Paranormal Romance, Fiction","Hush, Hush, #2",427,Hardcover,0.08219178082191791,0.745,0.03554886008290209,0.401935160226205
367,367,474.0,A Streetcar Named Desire,Tennessee Williams,3.98,327489.0,9780822210894,0822210894,"Plays, Classics, Fiction, Drama, School, Read For School, Literature",,107,Paperback,0.07436399217221146,0.745,0.03503618206090555,0.39985004355827924
360,360,465.0,Midnight’s Children,Salman Rushdie,3.98,129100.0,9780099578512,0099578514,"Fiction, Magical Realism, Classics, India, Historical Fiction, Fantasy, Literature",,647,Paperback,0.09197651663405093,0.745,0.013744643416176391,0.3989302900125568
342,342,441.0,Beautiful Creatures,Kami Garcia,3.77,613053.0,9780316042673,0316042676,"Fantasy, Young Adult, Romance, Paranormal, Fiction, Magic, Supernatural","Caster Chronicles, #1",563,Hardcover,0.13894324853228968,0.6925,0.06568353116566154,0.3974066949244878
375,375,485.0,Daughter of Smoke & Bone,Laini Taylor,3.99,379088.0,9780316134026,0316134023,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Angels, Fiction","Daughter of Smoke & Bone, #1",418,Hardcover,0.052837573385518644,0.7475,0.0405738988825508,0.3971028680670174
395,395,507.0,The Raven Boys,Maggie Stiefvater,4.05,388254.0,9780545424929,0545424925,"Fantasy, Young Adult, Paranormal, Romance, Fiction, Audiobook, Urban Fantasy","The Raven Cycle, #1",409,Hardcover,0.009784735812133016,0.7625,0.04155761392329191,0.3940855874338562
389,389,500.0,The Scarlet Pimpernel,Emmuska Orczy,4.07,138835.0,9781576469231,1576469239,"Classics, Historical Fiction, Fiction, Adventure, Historical, Mystery, France",,182,Paperback,0.023483365949119372,0.7675000000000001,0.014789424773542165,0.3933181976806654
366,366,473.0,Midnight in the Garden of Good and Evil,John Berendt,3.92,284397.0,9780679751526,0679751521,"Nonfiction, True Crime, Mystery, Crime, History, Classics, Audiobook",,386,Paperback,0.07632093933463802,0.73,0.030411454967777054,0.39168309857560374
334,334,431.0,Go Ask Alice,Beatrice Sparks,3.74,283714.0,9781416914631,1416914633,"Young Adult, Fiction, Classics, Contemporary, Mental Health, Banned Books, Realistic Fiction",,213,Paperback,0.1585127201565557,0.685,0.03033815392339279,0.3897127185199872
392,392,503.0,The Host,Stephenie Meyer,3.86,1032867.0,9780316068048,0316068047,"Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal","The Host, #1",619,Hardcover,0.017612524461839474,0.715,0.11073888203994553,0.38958785162544624
347,347,448.0,Stargirl,Jerry Spinelli,3.77,332342.0,9780439488402,0439488400,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens","Stargirl, #1",186,Paperback,0.12524461839530332,0.6925,0.03555701656807515,0.38645040874084463
359,359,464.0,The English Patient,Michael Ondaatje,3.86,136025.0,9780771068713,0771068719,"Fiction, Historical Fiction, Classics, Romance, War, Historical, Canada",,320,Hardcover,0.09393346379647749,0.715,0.014487849466485377,0.3846053283157407
397,397,511.0,Anna and the French Kiss,Stephanie Perkins,3.96,460405.0,9780525423270,0525423273,"Romance, Young Adult, Contemporary, Fiction, Chick Lit, Realistic Fiction, Contemporary Romance","Anna and the French Kiss, #1",372,Hardcover,0.001956947162426559,0.74,0.049301016051211566,0.3828144908034095
317,317,410.0,Gulliver’s Travels,Jonathan Swift,3.59,289443.0,9780141439495,B06XVF5QFY,"Classics, Fiction, Fantasy, Adventure, Literature, Novels, 18th Century",,306,Paperback,0.19960861056751478,0.6475,0.030953002654399313,0.3813904033054785
354,354,458.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.78,238678.0,9780060589462,0060589469,"Philosophy, Fiction, Classics, Spirituality, Travel, Psychology, Self Help","Phaedrus, #1",540,Mass Market Paperback,0.10567514677103729,0.695,0.02550479252531113,0.3802949848240871
324,324,418.0,A Portrait of the Artist as a Young Man,James Joyce,3.64,158707.0,9780142437346,0142437344,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century",,329,Paperback,0.18395303326810186,0.66,0.016922131001952296,0.38021879106751355
373,373,481.0,The Prince,Niccolò Machiavelli,3.84,362710.0,9780937832387,0937832383,"Philosophy, Nonfiction, Politics, History, Political Science, Literature, Italy",,144,Paperback,0.0606653620352251,0.71,0.03881617632775505,0.379870384590745
368,368,475.0,My Ántonia,Willa Cather,3.84,142916.0,9781583485095,1583485090,"Fiction, Historical Fiction, Classics, Literature, School, American, Historical",,219,Paperback,0.07240704500978468,0.71,0.01522740656290115,0.37690861289317146
306,306,398.0,Beowulf,Unknown,3.49,332790.0,9780393320978,0393320979,"Poetry, Fiction, Fantasy, Classics, Mythology, School, Literature",,259,Paperback,0.22309197651663415,0.6225,0.03560509690172691,0.3759242683545903
374,374,483.0,The Virgin Suicides,Jeffrey Eugenides,3.79,381025.0,9780747560593,0747560595,"Fiction, Young Adult, Literary Fiction, Coming Of Age, Mental Health, Contemporary, Novels",,250,Paperback,0.05675146771037176,0.6975,0.04078178193229066,0.3731333124106656
388,388,499.0,We Were Liars,E. Lockhart,3.66,1236013.0,9780385741279,0385741278,"Young Adult, Mystery, Fiction, Contemporary, Romance, Thriller, Mystery Thriller",,242,Kindle Edition,0.02544031311154593,0.665,0.13254095226320461,0.37199531634368765
384,384,495.0,Flowers in the Attic,V.C. Andrews,3.85,227705.0,9780743496315,B000FCSIOS,"Fiction, Horror, Young Adult, Classics, Gothic, Mystery, Thriller","Dollanganger, #1",389,Paperback,0.03326810176125239,0.7125,0.024327146317363043,0.3706488120196539
398,398,512.0,Northanger Abbey,Jane Austen,3.85,429190.0,9781593082642,1593082649,"Classics, Fiction, Gothic, Historical Fiction, Literature, Audiobook, Historical",,260,Paperback,0.0,0.7125,0.04595095441072131,0.36773773860268033
387,387,498.0,Evermore,Alyson Noel,3.59,295741.0,9780312532758,031253275X,"Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Fiction, Supernatural","The Immortals, #1",301,Paperback,0.027397260273972712,0.6475,0.0316289177020305,0.3385065444940008
382,382,493.0,Death of a Salesman,Arthur Miller,3.58,248305.0,9780435233075,0435233076,"Classics, Plays, Fiction, Drama, School, Theatre, Literature",,144,Hardcover,0.03718199608610573,0.645,0.02653798308795728,0.33842999479351576
352,352,455.0,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031.0,9786007072714,6007072711,Fiction,,204,ebook,0.11154598825831696,0.585,0.0,0.3203864970645792
5,5,7.0,Animal Farm,George Orwell,,4227932.0,9780451526342,B0D7LQMF4N,"Fiction, Dystopia, Fantasy, School, Literature, Science Fiction, Novels",,141,Mass Market Paperback,0.9882583170254403,,0.45364020176997877,0.647384387466537
33,33,47.0,The Time Traveler's Wife,Audrey Niffenegger,,1830878.0,9781939126016,1939126010,"Fiction, Romance, Fantasy, Time Travel, Science Fiction, Contemporary, Chick Lit",,537,ebook,0.9099804305283757,,0.19638315690104646,0.5402542288234181
65,65,86.0,A Clockwork Orange,Anthony Burgess,,743872.0,9780393341768,0393341763,"Fiction, Science Fiction, Dystopia, Horror, Literature, Novels, Banned Books",,240,Paperback,0.8336594911937378,,0.07972331055849494,0.5402542288234181
106,106,143.0,The Five People You Meet in Heaven,Mitch Albom,,763446.0,9780786868711,0786868716,"Fiction, Contemporary, Inspirational, Fantasy, Classics, Spirituality, Philosophy",,196,Hardcover,0.7221135029354208,,0.08182403477925278,0.5402542288234181
134,134,177.0,The Wonderful Wizard of Oz,L. Frank Baum,,489596.0,9780140621679,0140621679,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Audiobook","Oz, #1",154,Paperback,0.6555772994129159,,0.052433857612882266,0.5402542288234181
206,206,273.0,Norwegian Wood,Haruki Murakami,,673134.0,9780375704024,0375704027,"Fiction, Romance, Japan, Japanese Literature, Classics, Novels, Literary Fiction",,296,Paperback,0.4677103718199609,,0.07213155466149031,0.5168750770486832
233,233,311.0,White Oleander,Janet Fitch,,360837.0,9780316182546,0316182540,"Fiction, Coming Of Age, Contemporary, Literary Fiction, Drama, Adult Fiction, Chick Lit",,446,Mass Market Paperback,0.39334637964774943,,0.0386151618971083,0.5402542288234181
292,292,382.0,Black Beauty,Anna Sewell,,290232.0,9780439228909,0439228905,"Classics, Fiction, Childrens, Animals, Young Adult, Horses, Historical Fiction",,245,Mass Market Paperback,0.25440313111546,,0.03103767984915654,0.5402542288234181
393,393,504.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,725687.0,9780609608449,0609608444,"Nonfiction, History, True Crime, Crime, Historical, Mystery, Audiobook",,464,Hardcover,0.015655577299412915,,0.0777716568364922,0.5402542288234181
399,399,,A Game of Thrones,George R. R. Martin,4.5,,,,Fiction,,876,paperback,,0.875,,0.5402542288234181
400,400,,The Invisible Man,"Len Jenkin, Herbert George Wells",,,9780871299840,,Drama,,78,paperback,,,,0.5402542288234181
401,401,,Cards on the Table,Agatha Christie,,,9780006162810,,Fiction,,228,paperback,,,,0.6152350814834013
402,402,,4.50 from Paddington,Agatha Christie,,,9780006157625,,Fiction,,228,paperback,,,,0.6152350814834013
403,403,,The House at Riverton,Kate Morton,3.0,,9781416550532,,Fiction,,496,paperback,,0.5,,0.5402542288234181
404,404,,A Murder is Announced,Agatha Christie,,,9780553350401,,Fiction,,244,paperback,,,,0.6152350814834013
405,405,,The Redbreast,Jo Nesbo,,,9780061133992,,Fiction,,532,paperback,,,,0.5402542288234181
406,406,,The Peculiar Pumpkin Thief,Geronimo Stilton,4.5,,9780545103725,,Juvenile Fiction,,130,paperback,,0.875,,0.5402542288234181
407,407,,My Name is Red,Orhan Pamuk,,,9780571200474,,Art,,417,paperback,,,,0.5402542288234181
408,408,,The Black Tower,P.D. James,,,9780743219617,,Fiction,,352,paperback,,,,0.5402542288234181
409,409,,And Then There Were None,Agatha Christie,4.0,,9780312979478,,Fiction,,294,paperback,,0.75,,0.6152350814834013
410,410,,The Night Manager,John Le Carré,3.5,,9780345385765,,Fiction,,484,paperback,,0.625,,0.5402542288234181
411,411,,The ABC Murders,Agatha Christie,,,9780006167242,,"Detective and mystery stories, English",,224,paperback,,,,0.6152350814834013
412,412,,Blessed Are Those Who Thirst,Anne Holt,,,9781451634785,,Fiction,,232,paperback,,,,0.5402542288234181
413,413,,The Golden Ball and Other Stories,Agatha Christie,,,9780553350654,,Fiction,,260,paperback,,,,0.6152350814834013
414,414,,The Surgeon,Tess Gerritsen,,,9780786235742,,Fiction,,530,paperback,,,,0.5402542288234181
415,415,,The Da Vinci Code,Dan Brown,5.0,,9780593054253,,Art museum curators,,484,paperback,,1.0,,0.5402542288234181
416,416,,A Dangerous Fortune,Ken Follett,,,9780333580318,,Detective and mystery stories,,434,paperback,,,,0.6531547663701309
417,417,,The Road to Gandolfo,Robert Ludlum,,,9780553271096,,Fiction,,322,paperback,,,,0.5402542288234181
418,418,,Hercule Poirot's Christmas,Agatha Christie,,,9780708917244,,Fiction,,384,paperback,,,,0.6152350814834013
419,419,,True Evil,Greg Iles,,,9781416524533,,Fiction,,672,paperback,,,,0.5402542288234181
420,420,,"Loves Music, Loves to Dance",Mary Higgins Clark,5.0,,9780671758899,,Fiction,,339,paperback,,1.0,,0.5402542288234181
421,421,,What Mrs. McGillicuddy Saw!,Agatha Christie,,,9780671556457,,Fiction,,264,paperback,,,,0.6152350814834013
422,422,,Paper Money,Ken Follett,4.0,,9780451159045,,Fiction,,260,paperback,,0.75,,0.6531547663701309
423,423,,Tuesday,David Wiesner,3.0,,9780395870822,,Juvenile Fiction,,36,paperback,,0.5,,0.5402542288234181
424,424,,Missing Joseph,Elizabeth George,4.0,,9780553566048,,Fiction,,612,paperback,,0.75,,0.5402542288234181
425,425,,The Runaway Jury,John Grisham,3.0,,9780440221470,,Fiction,,568,paperback,,0.5,,0.5402542288234181
426,426,,Contest,Matthew Reilly,4.5,,9780312990046,,Fiction,,452,paperback,,0.875,,0.5402542288234181
427,427,,"""A"" is for Alibi",Sue Grafton,,,9780553279917,,Fiction,,238,paperback,,,,0.5402542288234181
428,428,,From Doon with Death,Ruth Rendell,,,9781405685306,,Detective and mystery stories,,184,paperback,,,,0.5402542288234181
429,429,,The Harlequin Tea Set and Other Stories,Agatha Christie,4.0,,9780425165157,,Fiction,,228,paperback,,0.75,,0.6152350814834013
430,430,,Problem at Pollensa Bay,Agatha Christie,,,9780708986899,,Detective and mystery stories,,240,paperback,,,,0.6152350814834013
431,431,,Five on Kirrin Island Again,Enid Blyton,5.0,,9780340548806,,Criminals,,153,paperback,,1.0,,0.5402542288234181
432,432,,"Mr. Parker Pyne, Detective",Agatha Christie,,,9780553350616,,Detective and mystery stories,,214,paperback,,,,0.6152350814834013
433,433,,The Black Opal,"Eleanor Burford Hibbert, Victoria Holt",,,9780449222713,,Fiction,,388,paperback,,,,0.5402542288234181
434,434,,The Girl with the Dragon Tattoo,"Stieg Larsson, Reg Keeland (translator.)",3.0,,9781849163828,,Computer hackers,,532,paperback,,0.5,,0.5402542288234181
435,435,,The Messenger,Markus Zusak,5.0,,9780330363884,,Fiction,,400,paperback,,1.0,,0.5402542288234181
436,436,,George's Secret Key to the Universe,"Lucy Hawking, Stephen Hawking, Christophe Galfard",,,9780385611817,,Adventure and adventurers,,360,paperback,,,,0.5402542288234181
437,437,,Why Didn't They Ask Evans?,Agatha Christie,,,9780002318846,,Detective and mystery stories,,216,paperback,,,,0.6152350814834013
438,438,,Cat Among the Pigeons,Agatha Christie,,,9780006161745,,Boarding schools,,224,paperback,,,,0.6152350814834013
439,439,,The Redeemer,Jo Nesbø,,,9780099505969,,Fiction,,578,paperback,,,,0.5402542288234181
440,440,,Angels and Demons,Dan Brown,,,9780593054864,,Anti-Catholicism,,536,paperback,,,,0.5402542288234181
441,441,,The Big Four,Agatha Christie,5.0,,9780006169185,,Detective and mystery stories,,221,paperback,,1.0,,0.6152350814834013
442,442,,By the Pricking of My Thumbs,Agatha Christie,,,9780006165705,,"Beresford, Tommy (Fictitious character)",,224,paperback,,,,0.6152350814834013
