Title,Description,Thumbnail
Avatar,"Die epische Fortsetzung von Der Aufstieg von Kyoshi! Kyoshis Stellung als wahrer Avatar ist endlich gefestigt – doch der Preis ist hoch. Nun, da ihre Mentoren fort sind, bereist Kyoshi allein die Vier Nationen und kämpft darum, den Frieden zu wahren. Sie erlangt immer größere Bekanntheit. Doch dann zeigt sich eine mysteriöse Bedrohung aus der Geisterwelt. Um zu verhindern, dass die Vier Nationen vernichtet werden, müssen Kyoshi, Rangi und ihre widerwilligen Verbündeten ihre Kräfte vereinen. Diese packende Fortsetzung berichtet weiter vom Weg des mittellosen Mädchens Kyoshi zu der unerbittlichen Streiterin für Gerechtigkeit, die noch Jahrhunderte nachdem sie Avatar wurde, gefürchtet und bewundert werden wird.",http://books.google.com/books/content?id=pl0DEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harry Potter and the Half-Blood Prince,"In »Der Name des Windes« erzählt Patrick Rothfuss die Geschichte von Kvothe, dem berühmtesten Zauberer seiner Zeit. Damit ist ihm ein Roman von so viel Einfallsreichtum und solch sprachlicher Kraft und Authentizität gelungen, dass er die gesamte Fantasyszene aufhorchen lässt. »Vielleicht habt ihr von mir gehört« ... von Kvothe, dem für die Magie begabten Sohn fahrender Spielleute. Das Lager seiner Truppe findet er verwüstet, die Mutter und den Vater tot - »sie haben einfach die falschen Lieder gesungen«. Wer aber sind diese Chandrian, die weißglänzenden, schleichenden Mörder seiner Familie? Um ihnen auf die Spur zu kommen, riskiert Kvothe alles. Er lebt als Straßenjunge in der Hafenstadt Tarbean, bis er auf das Arkanum, die Universität für hohe Magie aufgenommen wird. Vom Namenszauber, der ihn als Kind fast das Leben gekostet hätte, erhofft sich Kvothe die Macht, das Geheimnis der sagenumwobenen Dämonen aufzudecken. Im Mittelpunkt dieses Leseabenteuers steht ein großer Magier und leidenschaftlicher Wissenschaftler, ein Musiker, dessen Lieder die Sänger zum Weinen bringen ... und ein schüchterner Liebhaber. Mit Der Name des Windes legt Patrick Rothfuss den ersten Teil der Königsmörder-Chronik-Trilogie vor, der in den USA bei Kritikern und Fantasylesern begeistert aufgenommen wurde und schon bald einen der vorderen Plätze in der New York Times Bestsellerliste belegte. Der Bestseller-Autor Terry Brooks schreibt: »Der Name des Windes stellt das Debüt eines Autors dar, den wir lieber im Auge behalten sollten.« Das Magazin »The Onion« gibt den Lesern folgenden Rat: »Stellen Sie Der Name des Windes neben ""Der Herr der Ringe"" ins Regal und erwarten Sie den Tag, an dem beide in einem Atemzug genannt werden, vielleicht als Erste unter Gleichen.« 2007 wurde Patrick Rothfuss für seinen Roman »Der Name des Windes« mit dem Quill Award sowie dem Pulishers Weekly Award für das beste Fantasy-Buch des Jahres ausgezeichnet.",http://books.google.com/books/content?id=mHnKN7i_m8kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
An Ember in the Ashes,"Die Welt versinkt im Chaos - der Imperator ist tot, die machthungrige Keris Veturia hat sich zur neuen Herrscherin ernannt, und die so lange versklavten Dschinn sinnen auf Rache. Laia betrauert immer noch den Verlust von Elias, doch ihr Wunsch nach Gerechtigkeit ist ungebrochen. Deshalb schließt sie sich mit Helena dem Kampf gegen das Regime an. Währenddessen wird Elias von den Toten immer mehr auf ihre Seite gezogen. Doch um die Lebenden zu schützen, muss er das Zwischenreich noch einmal verlassen. Vor ihm liegt eine Mission mit ungewissem Ausgang: Es droht die Zerstörung der Welt. Aber es gibt auch noch die Hoffnung auf Rettung. Und wenn diese gelingt, hat sogar seine Liebe zu Laia eine Zukunft ...",http://books.google.com/books/content?id=jfhLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Field Guide,No description available.,http://books.google.com/books/content?id=C1oyAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wonderful Wizard of Oz. Con CD Audio,"The only edition of Baum's classic with full-color illustrations based on the original art now comes with two audio CDs! This lovely gift edition features an abridged text, accessible to even the youngest readers.",http://books.google.com/books/content?id=kV7CAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chronicles of Narnia - the Horse and His Boy,No description available.,http://books.google.com/books/content?id=vkCwoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Tale of Sorcery...,"Die ganze Wahrheit über Dornröschen, Schneewittchen & Co: der zweite Band von Chris Colfers großer internationaler Bestsellerserie! Das magische Land der Geschichten wird von einer düsteren Bedrohung heimgesucht: Die böse Zauberin ist zurück und hat die Mutter der Zwillinge entführt, um sie alle zu erpressen. Alex und ihr Bruder Conners müssen erneut über in das magische Land reisen, sonst sehen sie ihre Mutter womöglich nie wieder! Bald schon sind sie auf der Suche nach einem seltenen Artefakt, dem sogenannten »Stab des Staunens«. Um seine Kraft nutzen zu können, begeben sich die Geschwister an die am meisten gefürchteten Orte im ganzen magischen Land – denn nur so können sie der Zauberin Einhalt gebieten!",http://books.google.com/books/content?id=weyUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Magic of Oz,"Ein Wirbelsturm hat Dorothy und ihren Hund Toto ins geheimnisvolle Land Oz geweht. Nur der Zauberer von Oz, der in Smaragdstadt lebt, kann ihr helfen, den Weg zurückzufinden. Auf dem Weg zu ihm erlebt Dorothy unglaubliche Abenteuer und trifft u.a. eine Vogelscheuche, einen Holzfäller aus Blech und einen feigen Löwen.",http://books.google.com/books/content?id=yoBMNAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Happy Prince and Other Stories,"These fairy tales, which Oscar Wilde made up for his own sons, include ?The Happy Prince,? who was not as happy as he seemed, ?The Selfish Giant,? who learned to love little children, and ?The Star Child,? who suffered bitter trials when he rejected his parents. Often whimsical and sometimes sad, they all shine with poetry and magic.",http://books.google.com/books/content?id=L_nsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Artemis Fowl,No description available.,
Crossroads of Twilight,"Die Welt des Rads am Scheideweg zwischen Licht und Schatten ... Rand al'Thor, der Wiedergeborene Drache, und seine Gefährten brauchen dringender denn je Unterstützung. Sonst kann Rand seiner Bestimmung, das Licht für den Kampf gegen die Dunkelheit zu vereinen, nicht gerecht werden. Der Dunkle König erstarkt erneut, und wie ein Flächenbrand breitet sich das Unheil aus, gefördert von Schattenfreunden und machthungrigen Adligen. Durch die Spannungen zwischen den Magierinnen der Aes Sedai droht Rand diese als wichtigen Verbündeten zu verlieren. Kann Rands enge Vertraute Egwene das Schicksal wenden? Die Buch-Serie zur großen prime video-Serie »Das Rad der Zeit«!",http://books.google.com/books/content?id=RbYVAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Tombs of Atuan,No description available.,http://books.google.com/books/content?id=NbreAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Road to Oz,Reproduction of the original: The Road to Oz by L. Frank Baum,http://books.google.com/books/content?id=pz-yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tom's Midnight Garden,"Ein entlaufener Hund, ein verborgener Zeittunnel und ein geheimer See. Spannendes Zeitreiseabenteuer für Kinder zwischen 8 J. und 11 J. Schon viele tausend junge Leser haben dieses Buch verschlungen! Nachdem Stella und ihr kleiner Bruder Tom in ihr neues Haus in London gezogen sind, wundern sie sich über das regelmäßige Verschwinden des kleinen Hundes der alten Dame von nebenan. Wohin verschwindet Harry immer wieder? Und warum kehrt er immer wieder durchnässt zurück? Ihre Suche nach der Lösung des Rätsels führt sie in den Sommerferien zu einem Boot, das unter einem überwucherten Grashügel versteckt ist, und einem Zeittunnel, in dem sie zu einem verborgenen See reisen. Wer ist der Junge im Boot, der voller Angst auf sie zu rudert? Und wer sind die Kinder, deren Stimmen der Wind durch den Wald trägt? Schon bald stellen Stella und Tom fest, dass sie fast hundert Jahre in die Vergangenheit gereist sind, und finden sich in den Gärten rundum ihr Haus wieder. Hier finden sie Freunde und Feinde, während sie verblüffende Verbindungen zwischen der Vergangenheit und der Gegenwart aufdecken. Ein moderner Klassiker für Kinder Der verborgene See wurde von Lesern als moderner Tom's Midnight Garden beschrieben, und die Atmosphäre, die das Buch zaubert, wurde mit Das magische Baumhaus und den Abenteuerbüchern von Enid Blyton verglichen. Die spannende Geschichte mit ihren vielen überraschenden Wendungen wurde zum Lieblingsbuch von vielen Jungen und Mädchen. Karen Inglis nennt es ein Zeitreiseabenteuer mit modernen Elementen - die Art von Geschichte, die ich als Kind gern gelesen hätte, aber in die heutige Zeit versetzt habe. Wenn ihre Kinder gern Stefan Gemmel, Anna Ruhe oder Margit Auer lesen, werden sie Der verborgene See lieben! Das Abenteuer beginnt hier - bestellen Sie es mit einem Klick!",http://books.google.com/books/content?id=CZjizQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Symbolic Species Evolved,"This anthology is a compilation of the best contributions from Symbolic Species Conferences I, II (which took place in 2006, 2007). In 1997 the American anthropologist Terrence Deacon published The Symbolic Species: The Coevolution of Language and the Brain. The book is widely considered a seminal work in the subject of evolutionary cognition. However, Deacons book was the first step – further steps have had to be taken. The proposed anthology is such an important associate. The contributions are written by a wide variety of scholars each with a unique view on evolutionary cognition and the questions raised by Terrence Deacon - emergence in evolution, the origin of language, the semiotic 'missing link', Peirce's semiotics in evolution and biology, biosemiotics, evolutionary cognition, Baldwinian evolution, the neuroscience of linguistic capacities as well as phylogeny of the homo species, primatology, embodied cognition and knowledge types.",http://books.google.com/books/content?id=XcYSZTPkXTQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nanovision,"The dawning era of nanotechnology promises to transform life as we know it. Visionary scientists are engineering materials and devices at the molecular scale that will forever alter the way we think about our technologies, our societies, our bodies, and even reality itself. Colin Milburn argues that the rise of nanotechnology involves a way of seeing that he calls “nanovision.” Trekking across the technoscapes and the dreamscapes of nanotechnology, he elaborates a theory of nanovision, demonstrating that nanotechnology has depended throughout its history on a symbiotic relationship with science fiction. Nanotechnology’s scientific theories, laboratory instruments, and research programs are inextricable from speculative visions, hyperbolic rhetoric, and fictional narratives. Milburn illuminates the practices of nanotechnology by examining an enormous range of cultural artifacts, including scientific research articles, engineering textbooks, laboratory images, popular science writings, novels, comic books, and blockbuster films. In so doing, he reveals connections between the technologies of visualization that have helped inaugurate nano research, such as the scanning tunneling microscope, and the prescient writings of Robert A. Heinlein, James Blish, and Theodore Sturgeon. He delves into fictive and scientific representations of “gray goo,” the nightmare scenario in which autonomous nanobots rise up in rebellion and wreak havoc on the world. He shows that nanoscience and “splatterpunk” novels share a violent aesthetic of disintegration: the biological body is breached and torn asunder only to be refabricated as an assemblage of self-organizing machines. Whether in high-tech laboratories or science fiction stories, nanovision deconstructs the human subject and galvanizes the invention of a posthuman future.",http://books.google.com/books/content?id=g1NAMA8nFVQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nanoscale Science,"Contains lesson plans, activities, and reproducible pages for use in sixth through twelfth grade units on nanoscale science.",http://books.google.com/books/content?id=pVWw-ZcEaDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The New Quantum Universe,Introduction to quantum physics for the general reader.,http://books.google.com/books/content?id=cTk-eVzT1oMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tomorrow Is Too Late,No description available.,http://books.google.com/books/content?id=8ZhPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Aesthetics and the Sciences of Mind,"Through much of the twentieth century, philosophical thinking about works of art, design, and other aesthetic products has emphasized intuitive and reflective methods, often tied to the idea that philosophy's business is primarily to analyze concepts. This 'philosophy from the armchair' approach contrasts with methods used by psychologists, sociologists, evolutionary thinkers, and others who study the making and reception of the arts empirically. How far should philosophers be sensitive to the results of these studies? Is their own largely a priori method basically flawed? Are their views on aesthetic value, interpretation, imagination, and the emotions of art to be rethought in the light of best science? The essays in this volume seek answers to these questions, many through detailed studies of problems traditionally regarded as philosophical but where empirical inquiry seems to be shedding interesting light. No common view is looked for or found in this volume: a number of authors argue that the current enthusiasm for scientific approaches to aesthetics is based on a misunderstanding of the philosophical enterprise and sometimes on misinterpretation of the science; others suggest various ways that philosophy can and should accommodate and sometimes yield to the empirical approach. The editors provide a substantial introduction which sets the scene historically and conceptually before summarizing the claims and arguments of the essays.",http://books.google.com/books/content?id=qORaBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Reading Science,"To find more information about Rowman and Littlefield titles, please visit www.rowmanlittlefield.com.",http://books.google.com/books/content?id=buQ5Iu1OcekC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Philosophy of 'As If',Nachdruck des Originals von 1918.,http://books.google.com/books/content?id=-fF_0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Space Exploration and Humanity,"A complete history of human endeavors in space, this book also moves beyond the traditional topics of human spaceflight, space technology, and space science to include political, social, cultural, and economic issues, and also commercial, civilian, and military applications. In two expertly written volumes, Space Exploration and Humanity: A Historical Encyclopedia covers all aspects of space flight in all participating nations, ranging from the Cold War–era beginnings of the space race to the lunar landings and the Apollo-Soyuz mission; from the Shuttle disasters and the Hubble telescope to Galileo, the Mars Rover, and the International Space Station. The book moves beyond the traditional topics of human spaceflight, space technology, and space science to include political, social, cultural, and economic issues, and also commercial, civilian, and military applications. Produced in conjunction with the History Committee of the American Astronautical Society, this work divides its coverage into six sections, each beginning with an overview essay, followed by an alphabetically organized series of entries on topics such as astrophysics and planetary science; civilian and commercial space applications; human spaceflight and microgravity science; space and society; and space technology and engineering. Whether investigating a specific issue or event or tracing an overarching historic trend, students and general readers will find this an invaluable resource for launching their study of one of humanity's most extraordinary endeavors.",http://books.google.com/books/content?id=vRjOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Nobel Prize,"»Wer als weißer Europäer Gurnah liest, begreift die eigene Provinzialität, den so engen Ausschnitt, mit dem er die Welt und ihre Geschichte betrachtet. Was für eine glückliche Wahl aus dem so fernen Schweden.« DIE ZEIT Feinsinnig, lebendig und in leichtem, humorvollem Ton erzählt Abdulrazak Gurnah vom Erwachsenwerden des zwölfjährigen Yusuf in einer Welt des Übergangs: Als sich Yusufs Vater mit seinem kleinen Hotel verschuldet, wird der Junge in die Hände von »Onkel« Aziz gegeben und muss vom Land in die Stadt umziehen. Täglich erlebt er, wie subtile Hierarchien das Zusammenleben von afrikanischen Muslimen, christlichen Missionaren und indischen Geldverleihern bestimmen. Als sein Onkel Yusuf auf eine Karawanenreise ins Landesinnere mitnimmt, endet dessen Jugend abrupt. Die Kolonialisierung durch die Europäer beginnt in seiner ostafrikanischen Heimat Spuren zu hinterlassen. Das alte Leben verschwindet und mit ihm Yusufs Traum von seinem kleinen Garten Eden. Im Original 1994 erschienen, stand der Roman u.a. auf der Shortlist des Booker Prize und bedeutete Gurnahs Durchbruch als Schriftsteller.",http://books.google.com/books/content?id=YC5LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Companion to Science in the Twentieth Century,"This work on science in the 20th century represents work in America, Europe and Asia. It includes such topics as the countries that have made the most significant contributions, the relationship between science and industry and the importance of instrumentation.",http://books.google.com/books/content?id=aGCHLEkBKlQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cultivating Sustainability in Language and Literature Pedagogy,"This book introduces the notion of ‘educational ecology’ as a necessary and promising pedagogic principle for the teaching of Anglophone literatures and cultures in a time of climate change. Drawing on scholarship in the environmental humanities and practice-oriented research in education and literature pedagogy, chapters address the challenges of climate change and the demand for sustainability and environmental pedagogy from the specific perspective of literary and cultural studies and education, arguing that these perspectives constitute a crucial element of the transdisciplinary effort of ‘cultivating sustainability.’ The notion of an ‘educational ecology’ takes full advantage of the necessarily dialogic and co-constitutive nature of sustainability-related pedagogical philosophy and practice while it retains the subject-specific focus of research and education in the humanities, centring on and excelling in critical thinking, perspective diversity, language and discourse awareness, and the literary and cultural constructions of meaning. This book will be of great interest to academics, researchers and post-graduate students in the fields of language, literature and culture pedagogy, as well as transdisciplinary researchers in the environmental humanities.",http://books.google.com/books/content?id=Qm4ZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gedanken Fictions,"Die Menschheit hat Frieden und Sicherheit gefunden, aber zu welchem Preis? Als die Außerirdischen kamen, war ihr Sieg blitzartig und besiegelte unser Schicksal ohne einen einzigen Schuss. Unsere Technik wurde binnen Minuten übernommen, und von da an war kein einziger Gedanke vor ihrer telepathischen Präsenz sicher. Die Macht des Galaktischen Friedens-Imperiums, dessen allwissender und allsehender Herrscher die Künstliche Intelligenz „GUTER GEIST“ ist, ist absolut. Während die meisten Menschen von dieser neuen Ordnung scheinbar profitierten – Verbrechen und Gewalt sind nahezu ausgelöscht, keiner muss mehr Angst haben – ist mir die Fassade dieser Idylle stets bewusst. Absolut sicheres Leben in absoluter Unfreiheit. Jeder Hauch von Unfreundlichkeit, jeder Anflug von schlechter Laune wird sofort erkannt und telepathisch korrigiert.",http://books.google.com/books/content?id=7t4rEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Routledge Handbook of Philosophy of Scientific Modeling,"Models and modeling have played an increasingly important role in philosophy, going back to the nineteenth century. While philosophical interest in models has been remarkably lively over the last two decades, there are still many underexplored questions. The Routledge Handbook of Philosophy of Scientific Modeling is an outstanding reference source and guide to this fast-growing area and is the first volume of its kind. Comprised of 40 specially commissioned chapters by an international team of contributors, the Handbook is organized into five clear parts: Historical and General Perspectives Philosophical Accounts of Modeling Methodological Aspects: Model Construction, Evaluation, and Calibration Related Topics Modeling in the Wild. Within these parts, the Handbook covers a diverse range of topics, including historical perspectives on modeling, the relationship between models, theories, representation, idealization, and understanding, and related topics like big data, simulation, and statistical and computational modeling. Different kinds of models are discussed, for example, network models, financial models, and climate and synthetic models. The Routledge Handbook of Philosophy of Scientific Modeling is essential reading for students and scholars of philosophy of science, formal epistemology, and philosophy of social sciences. It is also a valuable resource for those in related fields such as computer science and information technology.",http://books.google.com/books/content?id=X2F60AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Appropriation of Cultural Capital,The authors of this volume seek to approach the May Fourth movement of 1919 from novel perspectives and contribute to the ongoing critique of the movement. The essays are centered on the intellectual and cultural/historical motivations and practices behind May Fourth discourse.,http://books.google.com/books/content?id=UXgtRcknND0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hollyweird Science,"Lighthearted, quirky, and upbeat, this book explores the portrayal of science and technology on both the big and little screen -- and how Hollywood is actually doing a better job of getting it right than ever before. Grounded in the real-word, and often cutting-edge, science and technology that inspires fictional science, the authors survey Hollywood depictions of topics such as quantum mechanics, parallel universes, and alien worlds. Including material from interviews with over two dozen writers, producers, and directors of acclaimed science-themed productions -- as well as scientists, science fiction authors, and science advisors -- Hollyweird Science examines screen science fiction from the sometimes-conflicting vantage points of storytellers, researchers, and viewers. Including a foreword by Eureka co-creator and executive producer Jaime Paglia, and an afterword by astronomer and science fiction author Michael Brotherton, Ph.D., this book is accessible to all readers from the layperson to the armchair expert to the professional scientist, and will delight all of them equally.",http://books.google.com/books/content?id=u9VECgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Narrative Innovation and Cultural Rewriting in the Cold War Era and After,"Narrative Innovation and Cultural Rewriting undertakes a systematic study of postmodernism's responses to the polarized ideologies of the postwar period that have held cultures hostage to a confrontation between rival ideologies abroad and a clash between champions of uniformity and disruptive others at home. Considering a broad range of narrative projects and approaches (from polysystemic fiction to surfiction, postmodern feminism, and multicultural/postcolonial fiction), this book highlights their solutions to ontological division (real vs. imaginary, wordly and other-worldly), sociocultural oppositions (of race, class, gender) and narratological dualities (imitation vs. invention, realism vs. formalism). A thorough rereading of the best experimental work published in the US since the mid-1960s reveals the fact that innovative fiction has been from the beginning concerned with redefining the relationship between history and fiction, narrative and cultural articulation. Stepping back from traditional polarizations, innovative novelists have tried to envision an alternative history of irreducible particularities, excluded middles, and creative intercrossings.",http://books.google.com/books/content?id=QM8YDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Science in the Contemporary World,"This work is a unique introductory A–Z resource detailing the scientific achievements of the contemporary world and analyzing the key scientific trends, discoveries, and personalities of the modern age. An authoritative reference survey of the modern age of scientific discovery, Science in the Contemporary World is a scholarly yet accessible chronicle of scientific achievement from the discovery of penicillin to the latest developments in space exploration and cloning. Over 200 A–Z entries cover the full spectrum of contemporary science, with emphasis on its diverse nature. Within the last 50 years, medicine has eradicated the killer disease smallpox, but primarily because the virus can live only in humans. Space probes have revealed that on Europa, a moon of Jupiter, an ice-capped ocean with the potential to support life probably exists. Marvels from animal psychology and deep-sea exploration are also explored extensively.",http://books.google.com/books/content?id=96fOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
New Essays on Frege,"The topics of a priori knowledge and a priori justification have long played a prominent part in epistemology and the theory of meaning. Recently there has been a surge of interest in the proper explication of these notions. These newly commissioned essays, by a distinguished, international group of philosophers, will have a substantial influence on later work in this area. They discuss the relations of the a priori to meaning, justification, definition and ontology; they consider the role of the notion in Leibniz, Kant, Frege and Wittgenstein; and they address its role in recent discussions in the philosophy of mind. Particular attention is also paid to the a priori in logic, science and mathematics. The authors exhibit a wide variety of approaches, some remaining sceptical of the notion itself, some proposing that it receive a non-factualist treatment, and others proposing novel ways of explicating and defending it. The editors' Introduction provides a helpful route into the issues.",http://books.google.com/books/content?id=AKwmGycd6yYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Between Literature and Science,No description available.,
Teaching the Literature of Climate Change,"Over the past several decades, writers such as Margaret Atwood, Paolo Bacigalupi, Octavia E. Butler, and Kathy Jetn̄il-Kijiner have explored climate change through literature, reflecting current anxieties about humans' impact on the planet. Emphasizing the importance of interdisciplinarity, this volume embraces literature as a means to cultivate students' understanding of the ongoing climate crisis, ethics in times of disaster, and the intrinsic intersectionality of environmental issues. Contributors discuss speculative climate futures, the Anthropocene, postcolonialism, climate anxiety, and the usefulness of storytelling in engaging with catastrophe. The essays offer approaches to teaching interdisciplinary and cross-listed courses, including strategies for team-teaching across disciplines and for building connections between humanities majors and STEM majors. The volume concludes with essays that explore ways to address grief and to contemplate a hopeful future in the face of apocalyptic predictions.",http://books.google.com/books/content?id=GVr_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Descartes and the Possibility of Science,"Joining these topics together within the context of Cartesian doctrine, Schouls opens up a substantially new reading of the Meditations and a more complete picture of Descartes as a scientist.""--BOOK JACKET.",http://books.google.com/books/content?id=TkQsfkrbyoAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Irish Urban Fictions,"This collection is the first to examine how the city is written in modern Irish fiction. Focusing on the multi-faceted, layered, and ever-changing topography of the city in Irish writing, it brings together studies of Irish and Northern Irish fictions which contribute to a more complete picture of modern Irish literature and Irish urban cultural identities. It offers a critical introduction to the Irish city as it represented in fiction as a plural space to mirror the plurality of contemporary Irish identities north and south of the border. The chapters combine to provide a platform for new research in the field of Irish urban literary studies, including analyses of the fiction of authors including James Joyce, Roddy Doyle, Kate O’Brien, Hugo Hamilton, Kevin Barry, and Rosemary Jenkinson. An exciting and diverse range of fictions is introduced and examined with the aim of generating a cohesive perspective on Irish urban fictions and to stimulate further discussion in this emerging area.",http://books.google.com/books/content?id=me11DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Loom of God,"Previous ed. published in 1997 under the title: The loom of God: mathematical tapestries at the edge of time, by Plenum Press.",http://books.google.com/books/content?id=dEBwRV30x4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
From “Modern” to “Postmodern” Psychology: Is There a Way Past?,No description available.,http://books.google.com/books/content?id=aOK2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Calamity Theory,In der Entwicklungspsychologie hat sich - auch unter dem Einfluss soziodemographischen Wandels - ein Paradigmenwechsel zu einer lebensspannenumfassenden Perspektive vollzogen. In diesem Lehrbuch werden zentrale Ansatze und Ergebnisse der Lebensspannen-Entwicklungspsychologie umfassend und anschaulich dargestellt. Neben grundlegenden theoretischen und methodischen Fragen werden u. a. folgende Themen behandelt: Biologische und verhaltensgenetische Aspekte von Entwicklungsprozessen; Altern und kognitive Funktionen; Selbst und Identitat im Lebenszyklus; adaptive Dynamiken und Bewaltigungsprozesse; Familien- und Partnerschaftsentwicklung; Entwicklung in sozialen und kulturellen Kontexten; Beratungs- und Interventionskonzepte; Aspekte positiver Entwicklung.,http://books.google.com/books/content?id=Qxx3Bl-1b7oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Different Engines,"Among the search tools currently on the Web, search engines are the most well known thanks to the popularity of major search engines such as Google and Yahoo!. While extremely successful, these major search engines do have serious limitations. This book introduces large-scale metasearch engine technology, which has the potential to overcome the limitations of the major search engines. Essentially, a metasearch engine is a search system that supports unified access to multiple existing search engines by passing the queries it receives to its component search engines and aggregating the returned results into a single ranked list. A large-scale metasearch engine has thousands or more component search engines. While metasearch engines were initially motivated by their ability to combine the search coverage of multiple search engines, there are also other benefits such as the potential to obtain better and fresher results and to reach the Deep Web. The following major components of large-scale metasearch engines will be discussed in detail in this book: search engine selection, search engine incorporation, and result merging. Highly scalable and automated solutions for these components are emphasized. The authors make a strong case for the viability of the large-scale metasearch engine technology as a competitive technology for Web search. Table of Contents: Introduction / Metasearch Engine Architecture / Search Engine Selection / Search Engine Incorporation / Result Merging / Summary and Future Research",http://books.google.com/books/content?id=I4dyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Science, Medicine, and Aristocratic Lineage in Victorian Popular Fiction","Science, Medicine, and Aristocratic Lineage in Victorian Popular Fiction explores the dialogue between popular literature and medical and scientific discourse in terms of how they represent the highly visible an pathologized British aristocratic body. This books explores and complicates the two major portrayals of aristocrats in nineteenth-century literature: that of the medicalised, frail, debauched, and diseased aristocrat, and that of the heroic, active, beautiful ‘noble’, both of which are frequent and resonant in popular fiction of the long nineteenth century. Abigail Boucher argues that the concept of class in the long nineteenth century implicitly includes notions of blood, lineage, and bodily ‘correctness’, and that ‘class’ was therefore frequently portrayed as an empirical, scientific, and medical certainty. Due to their elevated and highly visual social positions, both historical and fictional aristocrats were frequently pathologized in the public mind and watched for signs of physical excellence or deviance. Using popular fiction, Boucher establishes patterns across decades, genres, and demographics and considers how these patterns react to, normalise, or feed into the advent of new scientific and medical understandings.",http://books.google.com/books/content?id=BJLUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Victorian Narratives of the Recent Past,"This book explains why narrating the recent past is always challenging, and shows how it was particularly fraught in the nineteenth century. The legacy of Romantic historicism, the professionalization of the historical discipline, and even the growth of social history, all heightened the stakes. This book brings together Victorian histories and novels to show how these parallel genres responded to the challenges of contemporary history writing in divergent ways. Many historians shrank from engaging with controversial recent events. This study showcases the work of those rare historians who defied convention, including the polymath Harriet Martineau, English nationalist J. R. Green, and liberal enthusiast Spencer Walpole. A striking number of popular Victorian novels are retrospective. This book argues that Charlotte Brontë, Elizabeth Gaskell and George Eliot’s “novels of the recent past” are long overdue recognition as genuinely historical novels. By focusing on provincial communities, these novelists reveal undercurrents invisible to national narratives, and intervene in debates about women’s contribution to history.",http://books.google.com/books/content?id=r-GTDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"English Fiction and the Evolution of Language, 1850–1914","Explores how Victorian fiction and science imagined the evolution of language, from primordial noise to modern English.",
